Carrier,Route ID,Cluster,Stops,Stop Sequence,Detailed Route,Total Route Mileage,Has Restrictions?,Trailer Size,Temp Zones,Total Pallets,Truck Utilization,Total Travel (min),Total Stop Time (min),Total Duration (min),HOS Status,Estimated Cost,Mileage Status,Notes,Map Link
SCH,SCH_11,Others,3,1561 (AMB) / 8017 (CHI) / 8006 (CHI),1561 (33.4 mi) -> 8017 (12.6 mi) -> 8006,409,No,53',Dual Temp,22.15,85.20%,480,45,555,OK,304.5,OK, [Front: 1 ambient stops | Rear: 2 cold stops],N/A
SCH,SCH_12,Others,3,1559 (AMB) / 1576 (AMB) / 1410 (CHI),1559 (13.7 mi) -> 1576 (27.4 mi) -> 1410,382,Yes,48',Dual Temp,21.64,98.40%,445,45,520,OK,323.33,OK, [Front: 2 ambient stops | Rear: 1 cold stops],N/A
HB,HB_13,Others,3,"1431 (AMB) / 1463 (AMB,CHI) / 1425 (CHI)",1431 (39.7 mi) -> 1463 (55.8 mi) -> 1425,283,No,53',Dual Temp,17.91,68.90%,359,60,419,OK,256.19,OK, [Front: 2 ambient stops | Rear: 2 cold stops],N/A
HB,HB_14,Others,3,1429 (CHI) / 1433 (CHI) / 1443 (CHI),1429 (45.5 mi) -> 1433 (18.3 mi) -> 1443,315,No,53',Single Temp,18.72,72.00%,401,45,446,OK,266.21,OK, [Single Temp (Cold): 3 stops],N/A
HB,HB_15,Others,3,"1094 (AMB) / 1250 (AMB,CHI) / 1545 (CHI)",1094 (50.8 mi) -> 1250 (69 mi) -> 1545,335,No,53',Dual Temp,18.71,72.00%,412,60,472,OK,336.1,OK, [Front: 2 ambient stops | Rear: 2 cold stops],N/A
CRE,CRE_16,Others,3,1429 (AMB) / 1434 (AMB) / 1433 (AMB),1429 (20.9 mi) -> 1434 (25.1 mi) -> 1433,296,No,53',Single Temp,15.34,59.00%,374,45,419,OK,522,OK, [Single Temp (Ambient): 3 stops],N/A
CRE,CRE_17,Others,3,1203 (FRE) / 1506 (FRE) / 1162 (FRE),1203 (5.3 mi) -> 1506 (14.1 mi) -> 1162,145,No,53',Single Temp,15.17,58.30%,192,45,237,OK,408.75,OK, [Single Temp (Cold): 3 stops],N/A
CRE,CRE_18,Others,3,"1425 (AMB) / 1177 (AMB,CHI) / 1545 (AMB)",1425 (20.1 mi) -> 1177 (0 mi) -> 1545,286,No,53',Dual Temp,15.65,60.20%,349,60,409,OK,527.75,OK, [COLD CHAIN WARNING] [Front: 3 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_1,Others,1,"1023 (AMB,CHI)",1023,36,No,53',Dual Temp,7.91,N/A,49,30,79,OK,N/A,OK,Consolidated 2 shipments for store 1023 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_2,Others,1,"1166 (AMB,CHI)",1166,140,No,53',Dual Temp,17.78,N/A,165,30,195,OK,N/A,OK,Consolidated 2 shipments for store 1166 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_3,Others,1,"1407 (AMB,CHI,FRE)",1407,36,No,53',Dual Temp,8.06,N/A,49,45,94,OK,N/A,OK,Consolidated 3 shipments for store 1407 [Front: 1 ambient stops | Rear: 2 cold stops],N/A
Consolidated Overspill,ConsolidatedOvsp_4,Others,1,"1442 (AMB,CHI)",1442,191,No,53',Dual Temp,7.5,N/A,234,30,264,OK,N/A,OK,Consolidated 2 shipments for store 1442 [Front: 1 ambient stops | Rear: 1 cold stops],N/A
Unplannable (Time),Time_1,Manual Review,1,1572 (AMB),1572,354,Yes,48',Single Temp,16.95,N/A,391,15,406,OK,N/A,OK,Failed due to delivery window constraints. [Single Temp (Ambient): 1 stops],N/A
Overspill,Overspill_1,Others,1,8007 (CHI),8007,420,No,53',Single Temp,7.74,N/A,466,15,511,OK,N/A,OK, [Single Temp (Cold): 1 stops],N/A
Overspill,Overspill_2,Others,3,1035 (FRE) / 1342 (FRE) / 1250 (FRE),1035 (6.9 mi) -> 1342 (9.4 mi) -> 1250,170,No,53',Single Temp,10.78,N/A,215,45,260,OK,30,OK, [Single Temp (Cold): 3 stops],N/A
Overspill,Overspill_3,Others,2,1579 (CHI) / 1567 (CHI),1579 (16.3 mi) -> 1567,361,Yes,48',Single Temp,6.76,N/A,413,30,443,OK,N/A,OK, [Single Temp (Cold): 2 stops],N/A
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
NFI,N/A,N/A,0,NOT PLANNED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOTE: Carrier is valid but was not selected as the optimal choice. Cost not to use: $350.00,
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 19:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 20:00:00 GMT-0500 (Eastern Standard Time),
CRE,N/A,N/A,0,UNUSED CAPACITY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unused Capacity at Sat Dec 30 1899 21:00:00 GMT-0500 (Eastern Standard Time),
